asgn_sno,appl_ymd,asgn_ymd,asgn_cancel_ymd,upso_nm,site_addr_dr,site_addr,perm_nt_no,snt_uptae_nm,asgn_cancel_why,main_edf,trdp_area,admdng_nm,grade_facil_gbn
274,20031201,20031212,20050118,남춘네 숯불닭갈비,"서울특별시 강서구 강서로33길 20, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동  1050번지 30호  (지상 1층),3150000-101-2003-00153,한식,영업자지위승계,돼지갈비,162.12,화곡제3동,
5,20070608,20070628,20111031,남춘네 숯불닭갈비,"서울특별시 강서구 강서로33길 20, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동  1050번지 30호  (지상 1층),3150000-101-2003-00153,한식,기준미달,해물찜,162.12,화곡제3동,
4,20111005,20111031,20141216,돼지집,"서울특별시 강서구 강서로 318-5, 1층 (내발산동, 우장산동)",서울특별시 강서구 내발산동  669번지 7호  (지상 1층),3150000-101-2002-00609,한식,평가기준미달,돼지갈비,39.05,우장산동,상수도전용
48,20020315,20020412,20051220,(주)갈비생각 발산점,"서울특별시 강서구 강서로54길 42, 1층 (등촌동)",서울특별시 강서구 등촌동  672번지  ,3150000-101-1999-07613,한식,영업자지위승계,해물탕,623.2,등촌제3동,상수도전용
77,20090805,20090805,20091228,(주)갈비생각 발산점,"서울특별시 강서구 강서로54길 42, 1층 (등촌동)",서울특별시 강서구 등촌동  672번지  ,3150000-101-1999-07613,한식,행정처분,갈비,623.2,등촌제3동,상수도전용
10,20050622,20050712,20061214,하루,"서울특별시 강서구 까치산로27길 21, 1~2층 (화곡동)",서울특별시 강서구 화곡동  1118번지 8호  (지상 1~2층),3150000-101-2004-00052,정종/대포집/소주방,영업자지위승계,복탕,178.66,화곡제6동,상수도전용
72,20020315,20020412,20070628,1982 논현황소곱창,"서울특별시 강서구 초록마을로 8, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동  70번지 58호  (지상 1층),3150000-101-2000-09037,한식,,칼국수,55.44,화곡본동,상수도전용
167,20020315,20020412,20221208,명태어장&쭈갑골 강서점,"서울특별시 강서구 우장산로 121, 1층 (화곡동)",서울특별시 강서구 화곡동  1099번지 5호  ,3150000-101-2001-09180,한식,,명태조림,166.14,화곡제6동,상수도전용
21,20050622,20050712,20171124,피기피기,"서울특별시 강서구 까치산로 29, 1층 (화곡동, 본동 모현빌딩)",서울특별시 강서구 화곡동  98번지 150호  외 1필지 모현빌딩 (지상 1층),3150000-101-1980-05853,한식,평가기준미달,삼겹살,80.58,화곡본동,상수도전용
234,20020315,20020412,20040212,다도해,"서울특별시 강서구 마곡동로 62, 마곡사이언스타워 2층 212호 (마곡동)",서울특별시 강서구 마곡동  796번지 3호  마곡사이언스타워 2층-212,3150000-101-1990-08886,일식,영업자지위승계,생선초밥,136.38,가양제1동,상수도전용
12,20020315,20020412,20050323,세상에 이런포차,"서울특별시 강서구 양천로 701, 1층 (염창동)",서울특별시 강서구 염창동  250번지 21호  외 1필지 (지상 1층),3150000-101-1992-06202,한식,영업자지위승계,아구찜,66.78,염창동,상수도전용
127,20020315,20020412,20050622,토시래(화곡역점),"서울특별시 강서구 화곡로 127, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동  1067번지 24호  (지상 1층),3150000-101-1998-04322,한식,영업자지위승계,삼겹살,53.57,화곡제3동,상수도전용
178,20020315,20020412,20060823,화곡 정육식당,"서울특별시 강서구 화곡로 132, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동  1073번지 0호  (지상 2층),3150000-101-1998-04356,한식,영업자지위승계,냉면,257.94,화곡제1동,상수도전용
225,20020315,20020412,20070628,할머니가 차려주는 밥상,"서울특별시 강서구 공항대로 290, 2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동  646번지 1호  (지상 2층),3150000-101-1997-03441,한식,명의변경,복매운탕,267,우장산동,상수도전용
34,20020315,20020412,20040512,순흥골,"서울특별시 강서구 양천로 608, 2층 (등촌동)",서울특별시 강서구 등촌동  632번지 10호  ,3150000-101-2001-09134,한식,영업자지위승계,삼겹살,372.4,등촌제1동,상수도전용
241,20020315,20020412,20070628,남원추어탕,"서울특별시 강서구 양천로17길 7, 1층 (방화동, 1동)",서울특별시 강서구 방화동  451번지 33호  (지상 1층),3150000-101-1995-05122,한식,명의변경,차돌박이,134.38,방화제1동,상수도전용
329,20080801,20080709,20121107,남원추어탕,"서울특별시 강서구 양천로17길 7, 1층 (방화동, 1동)",서울특별시 강서구 방화동  451번지 33호  (지상 1층),3150000-101-1995-05122,한식,지정취소,추어탕,134.38,방화제1동,상수도전용
330,20080801,20080709,20121107,맛찜낙지한마리,"서울특별시 강서구 방화대로44길 24-14, 1층 (마곡동, 1동)",서울특별시 강서구 마곡동  1325번지  1층,3150000-101-2003-00495,한식,지정취소,낚지볶음,72.2,방화제1동,
349,20070608,20080709,20221208,신의주순대와쭈꾸미,"서울특별시 강서구 화곡로68길 47, 1층 105~106호 (등촌동, 1동 트라비하우스)",서울특별시 강서구 등촌동  628번지 18호 106 외2필지 트라비하우스 (지상 1층)-105,3150000-101-2005-00173,기타,,순대국,138.29,등촌제1동,상수도전용
73,20090805,20090805,20211202,지호한방삼계탕,"서울특별시 강서구 등촌로 69, 1층 (등촌동, 2동)",서울특별시 강서구 등촌동  566번지 20호  (지상 1층),3150000-101-2006-00466,한식,,삼계탕,146.58,등촌제2동,
15,20171124,20171124,20221208,"이원(李園,Lee Won)","서울특별시 강서구 방화대로 94, 1~2층 (외발산동, 1동 메이필드호텔)",서울특별시 강서구 외발산동  426번지 0호  메이필드호텔 (지상 1~2층),3150000-101-1994-05725,중국식,영업주 포기(휴업),탕수육,829.44,발산제1동,상수도전용
24,20181010,20181210,20211202,코앤타베(까치산역점),"서울특별시 강서구 강서로 55, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동  346번지 1호  (지상 2층),3150000-101-2017-00121,한식,,부대찌개,215.97,화곡제1동,상수도전용
86,20090805,20090805,20211202,한양숯불갈비,"서울특별시 강서구 곰달래로 201, 1층 (화곡동, 2동)",서울특별시 강서구 화곡동  861번지 37호  외 1필지 (지상 1층),3150000-101-2004-00308,식육(숯불구이),,소한마리,154.37,화곡제2동,상수도전용
292,20031201,20031212,20080709,개성집,"서울특별시 강서구 화곡로58길 30, (화곡동)",서울특별시 강서구 화곡동  1120번지 1호  ,3150000-101-2000-09190,한식,지정취소,갈비살,85.46,화곡제6동,
85,20020315,20020412,20051212,훈참치,"서울특별시 강서구 강서로5나길 87, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동  912번지 16호  (지상 1층),3150000-101-2001-09400,한식,영업자지위승계,한정식,0,화곡제1동,상수도전용
66,20090727,20090727,20080709,훈참치,"서울특별시 강서구 강서로5나길 87, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동  912번지 16호  (지상 1층),3150000-101-2001-09400,한식,지정취소,생선구이,0,화곡제1동,상수도전용
163,20020315,20020412,20070628,푸주도가니,"서울특별시 강서구 까치산로 183, 1층 (화곡동)",서울특별시 강서구 화곡동  1114번지 7호  (지상 1층),3150000-101-1991-05538,한식,명의변경,"소,갈비",257.11,화곡제6동,상수도전용
30,20050622,20050712,20070628,속초명가,"서울특별시 강서구 강서로56길 90, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동  667번지 0호  (지상 1층),3150000-101-2002-00228,한식,명의변경,갈비탕,159.6,등촌제3동,상수도전용
24,20151118,20151118,20180525,속초명가,"서울특별시 강서구 강서로56길 90, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동  667번지 0호  (지상 1층),3150000-101-2002-00228,한식,모범음식점 재심사 지정취소,"갈비탕,갈비찜",159.6,등촌제3동,상수도전용
312,20040601,20040705,20060811,신촌감자탕해물뼈찜,"서울특별시 강서구 강서로 375, 1층 (마곡동)",서울특별시 강서구 마곡동  723번지 1호  ,3150000-101-2003-00086,한식,영업자지위승계,낙지볶음,165,가양제1동,상수도전용
279,20031201,20031212,20051006,등촌샤브칼국수,"서울특별시 강서구 강서로56가길 65, 아트빌딩 2층 (등촌동)",서울특별시 강서구 등촌동  679번지 1호  아트빌딩,3150000-101-2002-00786,한식,영업자지위승계,해남갈비,168.55,등촌제3동,상수도전용
276,20040601,20040705,20131202,황소곱창구이,"서울특별시 강서구 송정로 63, 1층 (공항동)",서울특별시 강서구 공항동  52번지 4호  (지상 1층),3150000-101-2002-00577,한식,지정취소,곱창구이,101.39,공항동,상수도전용
351,20080709,20080709,20131202,순흥골,"서울특별시 강서구 양천로 608, 2층 (등촌동)",서울특별시 강서구 등촌동  632번지 10호  ,3150000-101-2001-09134,한식,지정취소,돼지갈비,372.4,등촌제1동,상수도전용
355,20020315,20080709,20121107,돈토,"서울특별시 강서구 공항대로51길 13, 지하 1~1층 (등촌동)",서울특별시 강서구 등촌동  654번지 81호  (지하 1~1층),3150000-101-1994-03485,한식,지정취소,삼겹살,142.4,등촌제1동,상수도전용
346,20070608,20080709,20131202,춘향골남원추어탕,"서울특별시 강서구 양천로 349, 1층 (가양동, 1동)",서울특별시 강서구 가양동  150번지 11호  (지상 1층),3150000-101-1999-07482,한식,지정취소,추어탕,84,가양제1동,상수도전용
286,20040601,20040705,20051129,하남 돼지 집 발산점,"서울특별시 강서구 강서로54길 49, 신영빌딩 1층 (등촌동)",서울특별시 강서구 등촌동  671번지 4호  신영빌딩,3150000-101-2001-09480,한식,영업자지위승계,삼겹살,152.3,등촌제3동,상수도전용
136,20020315,20020412,20060822,조연탄 함흥냉면,"서울특별시 강서구 곰달래로60길 27, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동  782번지 13호  (지상 1층),3150000-101-1996-08629,한식,영업자지위승계,돼지갈비,68.65,화곡제4동,상수도전용
