perm_nt_no,apv_perm_ymd,site_tel,rdn_whl_addr,rdn_post_no,bplc_nm,update_dt,uptae_nm,trdp_jubnse_nm,x,y,longitude,latitude
3150000-101-1991-06251,1991-11-09,02 2646 3937,"서울특별시 강서구 곰달래로 246, 1층 (화곡동, 4동)",7785,임꺽정생고기,2018-08-31 23:59:59,한식,주택가주변,187577.4621,447737.4582,126.8587746,37.53397689
3150000-101-1991-06253,1991-04-12,02 2643 1610,"서울특별시 강서구 곰달래로53길 13, 1층 (화곡동, 4동)",7738,맛있는술상,2018-08-31 23:59:59,정종/대포집/소주방,주택가주변,187541.1552,447816.1474,126.8584116,37.53469225
3150000-101-1991-06278,1991-11-18,02 2661 6007,"서울특별시 강서구 방화동로 20, 2층 (공항동)",7619,장안삼계탕,2021-12-30 2:40:00,한식,주택가주변,183122.934,451183.3916,126.8142293,37.56530356
3150000-101-1991-06520,1991-12-11,02 2699 6166,"서울특별시 강서구 강서로5나길 9, 1층 (화곡동, 1동)",7779,크라운호프,2024-05-26 2:40:00,한식,기타,186475.8063,447365.9491,126.8477581,37.53059954
3150000-101-1991-08605,1991-12-27,0 2654 4949,"서울특별시 강서구 등촌로5길 100 (화곡동,(지상 2층))",7738,청풍,2024-12-04 0:02:00,한식,,187372.6626,447848.9749,126.8567266,37.53499068
3150000-101-1991-08607,1991-10-29,02 3664 0907,서울특별시 강서구 우장산로 9 (내발산동),7652,페리카나치킨,2018-08-31 23:59:59,통닭(치킨),기타,185637.7105,450295.8566,126.8393771,37.55723506
3150000-101-1992-01494,1992-06-24,0 2666 2606,"서울특별시 강서구 양천로16길 12, 1층 (방화동)",7603,369호프,2023-04-26 2:40:00,정종/대포집/소주방,주택가주변,183223.0154,452279.7792,126.8152302,37.57527072
3150000-101-1992-01518,1992-08-04,0 2607 6666,"서울특별시 강서구 월정로32길 35 (화곡동,(지하 1층))",7761,꿈의궁전,2018-08-31 23:59:59,정종/대포집/소주방,주택가주변,185544.2717,448158.1899,126.8384427,37.53780173
3150000-101-1992-02595,1992-11-06,02 0689 8992,"서울특별시 강서구 우장산로 124, 1층 (화곡동, 6동)",7686,맛나분식,2018-08-31 23:59:59,분식,기타,186662.3202,450097.3323,126.8496232,37.55543029
3150000-101-1992-02629,1992-06-01,02 2666 8444,"서울특별시 강서구 초원로 45, 다솜빌딩 1층 (방화동)",7608,가맛골양념통닭,2024-05-16 2:40:00,통닭(치킨),주택가주변,183194.0451,451757.7869,126.8149405,37.57052534
3150000-101-1992-02788,1992-12-23,02 2668 9306,"서울특별시 강서구 허준로 139, 상가동 203호 (가양동,강변아파트 (지상 2층))",7525,처갓집양념치킨 가양점,2022-07-13 2:40:00,통닭(치킨),아파트지역,187178.7373,451447.1145,126.8547874,37.56770104
3150000-101-1992-02805,1992-08-20,02 2697 9818,"서울특별시 강서구 곰달래로 51, 1층 (화곡동, 1동)",7772,파노라마,2021-09-29 2:40:00,정종/대포집/소주방,기타,185651.1444,447563.2793,126.8395114,37.53239345
3150000-101-1992-03028,1992-12-24,,"서울특별시 강서구 곰달래로24길 23, 1~2층 (화곡동)",7778,와치킨,2024-11-21 2:40:00,통닭(치킨),유흥업소밀집지역,186431.0437,447486.7747,126.8473104,37.53169795
3150000-101-1992-03036,1992-07-02,02 2664 0063,"서울특별시 강서구 양천로 94, 1층 (방화동, 1동)",7604,토크쇼,2024-11-06 2:40:00,정종/대포집/소주방,주택가주변,183515.105,452340.256,126.818151,37.57582051
3150000-101-1992-03127,1992-07-06,02 3662 0748,"서울특별시 강서구 공항대로 549, 1층 (염창동)",7561,한방전주콩나물국밥,2025-02-23 2:40:00,한식,주택가주변,188182.7894,449782.3289,126.8648279,37.55256663
3150000-101-1992-03287,1992-07-07,0 2654 4510,서울특별시 강서구 공항대로 629 (염창동),7558,죽변미주구리막회,2018-08-31 23:59:59,한식,주택가주변,188872.0581,449451.0237,126.8717206,37.54955476
3150000-101-1992-03511,1992-12-28,02 2607 7161,"서울특별시 강서구 우장산로 123, 태정빌딩 2층 (화곡동)",7649,팔도미락,2025-01-22 2:40:00,일식,주택가주변,186653.0242,450127.2849,126.8495302,37.55570259
3150000-101-1992-03903,1992-11-30,02 2668 5887,"서울특별시 강서구 허준로 209, 2층 205호 (가양동, 3동)",7531,88치킨호프,2018-08-31 23:59:59,호프/통닭,아파트지역,187710.4716,451087.6877,126.8601047,37.56443352
3150000-101-1992-03964,1992-02-14,02 3665 3600,"서울특별시 강서구 공항대로65길 1-5, 지하 1층 ~1층 (염창동)",7561,다원,2018-08-31 23:59:59,경양식,기타,188183.9569,449802.0001,126.8648396,37.55274546
3150000-101-1992-04171,1992-03-04,02 2666 8870,"서울특별시 강서구 방화대로21길 94, 1층 (방화동, 1동)",7616,대성,2021-12-30 2:40:00,한식,주택가주변,183296.2365,451362.8829,126.8159624,37.5669353
3150000-101-1992-05430,1992-01-13,0 2603 6194,서울특별시 강서구 공항대로46길 85 (화곡동),7657,감미옥,2024-12-04 0:03:00,한식,,186779.6723,450015.9402,126.8507967,37.55469037
3150000-101-1992-05458,1992-07-13,02 2607 8585,"서울특별시 강서구 화곡로53길 7-10, 1층 (화곡동, 6동)",7687,하(河)낙지,2022-08-14 2:40:00,한식,기타,186493.7056,449856.4383,126.8479371,37.55324035
3150000-101-1992-05459,1992-07-16,02 6597 0419,"서울특별시 강서구 공항대로46길 43-4, 1층 (화곡동, 6동)",7654,후라이 강서구청 본점,2024-08-22 2:40:00,한식,기타,186879.4584,450191.9066,126.8517946,37.55629006
3150000-101-1992-05462,1992-11-02,02 2692 2227,"서울특별시 강서구 우장산로15길 29, 1층 (화곡동, 6동)",7649,제주흑다돈,2024-12-02 22:03:00,한식,,186733.0528,450254.1796,126.8503305,37.55685618
3150000-101-1992-05483,1992-10-14,,"서울특별시 강서구 양천로14길 9, 1층 (방화동, 2동)",7603,해어랑,2018-08-31 23:59:59,한식,주택가주변,183174.3364,452278.5736,126.8147434,37.57525976
3150000-101-1992-05566,1992-11-23,0 2661 0333,"서울특별시 강서구 공항대로7길 16, 1층 (공항동)",7618,공항식당,2018-08-31 23:59:59,한식,주택가주변,183373.0335,451085.625,126.8167303,37.56441477
3150000-101-1992-05949,1992-11-24,02 2654 8026,"서울특별시 강서구 공항대로59길 32, 1층 (등촌동, 1동)",7563,옛날한우곱창전문,2022-11-06 2:40:00,한식,주택가주변,187899.9611,450091.1192,126.8619996,37.55537381
3150000-101-1992-06020,1992-07-29,0 2691 9131,서울특별시 강서구 화곡로21길 59 (화곡동),7708,오가네식당,2018-08-31 23:59:59,한식,주택가주변,185467.987,449028.1607,126.8376799,37.54571055
3150000-101-1992-06147,1992-12-29,02 6405 1616,"서울특별시 강서구 곰달래로60길 28, 1층 (화곡동, 4동)",7785,인생극장 목동점,2024-12-02 22:07:00,한식,,187823.6744,447644.8329,126.8612367,37.53313484
3150000-101-1992-06202,1992-03-31,02 3663 9970,"서울특별시 강서구 양천로 701, 1층 (염창동)",7540,세상에 이런포차,2021-02-25 2:40:00,한식,기타,188790.6441,449774.8964,126.8709064,37.55249906
3150000-101-1992-06435,1992-11-18,02 2695 0126,"서울특별시 강서구 강서로5나길 5, 1층 (화곡동)",7779,철길부산집 까치산점,2024-10-24 2:40:00,한식,주택가주변,186496.1898,447368.0644,126.8479619,37.53061877
3150000-101-1992-07679,1992-05-26,02 2693 9982,"서울특별시 강서구 강서로 17, 1층 (화곡동, 1동)",7778,역전할머니맥주 까치산점,2021-04-21 2:40:00,호프/통닭,기타,186473.6121,447474.6321,126.8477361,37.53158756
3150000-101-1993-01554,1993-02-12,02 0000 0000,서울특별시 강서구 강서로18가길 4 (화곡동),7751,쉼터식당,2018-08-31 23:59:59,한식,주택가주변,186413.8996,447999.7329,126.847139,37.53636121
3150000-101-1993-02891,1993-02-09,0 2664 6635,"서울특별시 강서구 강서로 341 (내발산동, 1동)",7632,채플린,2018-08-31 23:59:59,분식,주택가주변,185550.8538,450482.8681,126.8385085,37.55893516
3150000-101-1993-02997,1993-05-17,02 0607 7267,"서울특별시 강서구 화곡로18길 30-16 (화곡동,(지상 1층))",7718,로젠호프,2018-08-31 23:59:59,호프/통닭,주택가주변,185352.1496,448516.1283,126.8365215,37.54105571
3150000-101-1993-03245,1993-10-20,02 3664 8498,서울특별시 강서구 양천로 669 (염창동),7542,가인봉,2021-12-26 2:40:00,분식,주택가주변,188549.5645,449962.2698,126.8684956,37.55420245
3150000-101-1993-03271,1993-09-13,02 2608 8951,서울특별시 강서구 강서로5길 24 (화곡동),7779,청천올갱이해장국,2024-03-16 2:40:00,한식,유흥업소밀집지역,186511.4709,447369.2579,126.8481147,37.53062962
3150000-101-1993-03521,1993-04-30,02 2666 0666,"서울특별시 강서구 방화동로 52, 1층 (방화동)",7616,김가네설렁탕,2024-11-12 2:40:00,한식,주택가주변,183346.9399,451463.7981,126.8164694,37.56785271
3150000-101-1993-03538,1993-12-15,02 3663 5704,"서울특별시 강서구 공항대로 635, 동원빌딩 2층 (염창동)",7558,홍콩반점0410+ 염창역점,2025-02-06 2:40:00,한식,기타,188917.0953,449453.0806,126.872171,37.54957346
3150000-101-1993-04172,1993-06-24,02 2659 2100,"서울특별시 강서구 허준로 23, 2층 208호 (가양동, 상가)",7524,중국성,2019-06-29 2:40:00,중국식,아파트지역,186236.2811,452133.2779,126.8453628,37.57393889
3150000-101-1993-04195,1993-05-31,02 2659 0063,"서울특별시 강서구 허준로 234 (가양동,가양9단지아파트상가 (지상 2층))",7532,중국성,2018-08-31 23:59:59,중국식,아파트지역,187872.565,450725.1868,126.8617257,37.56113806
3150000-101-1993-04255,1993-12-17,02 2661 9464,"서울특별시 강서구 금낭화로15길 16, 1층 102호 (방화동, 2동 새로나음)",7516,방화동족발,2021-12-30 2:40:00,한식,주택가주변,183243.379,452468.0407,126.8154338,37.57698219
3150000-101-1993-05493,1993-03-24,02 2607 9399,서울특별시 강서구 화곡로 128 (화곡동),7718,돈돼랑,2021-06-04 2:40:00,한식,기타,185442.1884,448678.5222,126.8374219,37.54253202
3150000-101-1993-05772,1993-02-23,02 2642 3336,서울특별시 강서구 등촌로5길 22 (화곡동),,거창왕족발,2021-12-30 2:40:00,한식,기타,187755.4897,447903.635,126.8605549,37.53548759
3150000-101-1993-05999,1993-01-05,02 2696 8897,"서울특별시 강서구 강서로 237, 지상1층 3~5호 (화곡동)",7705,육화몽우장산역점,2025-02-22 2:40:00,한식,주택가주변,185416.8501,449408.5064,126.8371685,37.54916824
3150000-101-1993-06335,1993-12-17,02 2606 4224,"서울특별시 강서구 가로공원로76길 29, 1층 (화곡동, 1동 성은교회)",7762,부뚜막청국장,2020-01-25 2:40:00,한식,주택가주변,185572.264,448171.8609,126.8387226,37.53792601
3150000-101-1993-06355,1993-11-19,02 3664 4221,"서울특별시 강서구 방화대로 408, 1층 (방화동, 3동)",7518,신촌기사식당,2021-12-31 2:40:00,한식,주택가주변,183777.1251,452771.6039,126.8207713,37.57974185
3150000-101-1993-06357,1993-11-20,02 2662 2495,"서울특별시 강서구 양천로 42, 1층 (방화동)",7602,광장포차,2024-09-11 2:40:00,한식,주택가주변,183014.3855,452292.3382,126.8131439,37.57538489
3150000-101-1993-06362,1993-11-22,02 2643 5892,"서울특별시 강서구 곰달래로60길 8, 1층 (화곡동, 4동)",7785,펀비어킹 목동사거리점,2023-10-22 2:40:00,통닭(치킨),주택가주변,187815.6653,447752.3425,126.8611567,37.5341122
3150000-101-1993-06405,1993-10-29,02 2645 6211,"서울특별시 강서구 곰달래로60길 33, 1층 (화곡동, 4동)",7786,조연탄,2025-01-27 2:40:00,한식,주택가주변,187849.0432,447626.0638,126.8614904,37.53296422
3150000-101-1993-06466,1993-10-18,02 2602 2997,"서울특별시 강서구 화곡로25길 8, 1층 (화곡동, 3동)",7714,맛거리,2018-08-31 23:59:59,한식,주택가주변,185641.2888,448826.2525,126.8394129,37.54387502
3150000-101-1993-06471,1993-10-05,02 2659 1255,"서울특별시 강서구 허준로 23 (가양동,한강(아)상가 지층05호)",7524,김말이방,2021-12-29 2:40:00,한식,아파트지역,186236.2811,452133.2779,126.8453628,37.57393889
3150000-101-1993-06527,1993-09-13,,"서울특별시 강서구 초록마을로 10-1, 1층 (화곡동, 본동)",7721,프렌즈,2018-08-31 23:59:59,통닭(치킨),주택가주변,186264.9208,449152.6286,126.8456492,37.54684208
3150000-101-1993-06542,1993-06-26,02 2601 6031,"서울특별시 강서구 강서로5나길 31, 1층 (화곡동)",7779,원조마산아구찜,2024-09-12 2:40:00,한식,주택가주변,186365.7346,447355.9035,126.8466573,37.53050821
3150000-101-1993-06574,1993-06-30,02 2605 3192,"서울특별시 강서구 공항대로46길 100, 1층 (화곡동, 6동)",7658,두꺼비네집,2021-12-26 2:40:00,한식,주택가주변,186711.5327,449978.5634,126.8501153,37.55435058
3150000-101-1993-06612,1993-08-17,02 2666 0287,서울특별시 강서구 송정로 54 (공항동),7623,복순이민속촌,2021-12-30 2:40:00,한식,주택가주변,183171.6452,450840.8326,126.8147165,37.56218939
3150000-101-1993-06625,1993-07-29,02 2696 6616,"서울특별시 강서구 강서로 160, 1층 (화곡동, 본동)",7727,남가네설악추어탕 한모둠순대국,2020-07-15 2:40:00,한식,주택가주변,185895.8592,448779.4193,126.8419586,37.54344927
3150000-101-1993-06655,1993-07-29,02 2692 2224,"서울특별시 강서구 초록마을로 5 (화곡동,(지상 1층))",7679,청진동해장국,2021-12-29 2:40:00,한식,주택가주변,186252.3301,449202.3242,126.8455233,37.54729386
3150000-101-1993-08669,1993-12-17,02 2607 7997,"서울특별시 강서구 월정로30길 55, 1층 (화곡동, 1동)",7765,소문난순대국집,2018-08-31 23:59:59,한식,주택가주변,185699.2072,448088.4636,126.8399921,37.53716785
3150000-101-1994-00849,1994-11-05,02 3665 0045,"서울특별시 강서구 양천로 706, 1층 106,107,116,117호 (염창동, 주상복합태진가람아파트)",7556,락감,2021-01-24 2:40:00,한식,기타,188824.4977,449702.3361,126.871245,37.55183942
3150000-101-1994-01439,1994-06-21,0 2605 4932,서울특별시 강서구 강서로8길 15 (화곡동),7781,만복식당(돈까스),2022-08-04 2:40:00,정종/대포집/소주방,기타,186577.1238,447531.8802,126.8487712,37.532108
3150000-101-1994-01536,1994-04-28,0 2698 7558,"서울특별시 강서구 강서로29길 24, 1층 (화곡동, 1동)",7716,부킹,2024-12-04 0:03:00,정종/대포집/소주방,,185825.7442,448595.6157,126.8412574,37.54177832
3150000-101-1994-02443,1994-12-24,02 2606 1982,"서울특별시 강서구 강서로18다길 17, 1층 (화곡동, 8동)",7751,봉구비어까치산역1호점,2018-08-31 23:59:59,통닭(치킨),주택가주변,186427.9184,448093.7094,126.8472792,37.53721554
3150000-101-1994-02495,1994-10-15,02 2606 9877,서울특별시 강서구 화곡로51길 7 (화곡동),7687,스마일하우스분식,2021-12-29 2:40:00,분식,주택가주변,186466.3687,449786.4227,126.8476637,37.55260384
3150000-101-1994-02513,1994-08-10,02 3663 5253,"서울특별시 강서구 양천로59길 24, 1층 (가양동, 3동)",7532,조춘식 동태탕 찜 가양점,2018-08-31 23:59:59,한식,기타,187499.0977,450902.6229,126.857991,37.56275112
3150000-101-1994-02528,1994-08-08,02 3661 4121,서울특별시 강서구 양천로30길 14 (마곡동),7593,짱구분식,2021-12-29 2:40:00,분식,기타,184254.4413,452264.653,126.8255444,37.57513321
3150000-101-1994-02828,1994-06-07,02 2664 0538,서울특별시 강서구 금낭화로 24 (방화동),7615,예원,2018-08-31 23:59:59,한식,주택가주변,183312.4993,451694.9942,126.816125,37.56995449
3150000-101-1994-02914,1994-05-26,02 2659 2327,"서울특별시 강서구 양천로57길 36 (가양동,5단지상가A동106호 (지상 2층))",7526,바렌티나치킨,2024-12-04 0:03:00,분식,,187084.1032,451262.6534,126.853841,37.56602412
3150000-101-1994-02976,1994-04-15,02 2662 9322,"서울특별시 강서구 방화동로 69 (방화동,(지상 1층))",7615,모이세,2018-08-31 23:59:59,분식,주택가주변,183358.6031,451609.0604,126.816586,37.56917328
3150000-101-1994-03055,1994-03-05,02 2698 9782,서울특별시 강서구 곰달래로25길 71-30 (화곡동),7756,까치분식,2018-08-31 23:59:59,분식,기타,186361.8733,447923.8044,126.8466187,37.53567095
3150000-101-1994-03062,1994-02-17,,서울특별시 강서구 양천로14길 16 (방화동),7602,토크쇼,2025-01-09 2:40:00,분식,주택가주변,183147.7757,452259.1121,126.8144778,37.57508284
3150000-101-1994-03100,1994-02-03,02 2666 3394,"서울특별시 강서구 양천로14길 16 (방화동,(지상 1층))",7602,마포주점,2018-08-31 23:59:59,분식,주택가주변,183147.7757,452259.1121,126.8144778,37.57508284
3150000-101-1994-03138,1994-01-13,0 2601 6306,"서울특별시 강서구 까치산로 90, 1층 (화곡동, 본동)",7674,이브,2024-03-10 2:40:00,분식,주택가주변,186514.5887,449357.8631,126.8481459,37.54870785
3150000-101-1994-03484,1994-12-27,02 2666 6230,"서울특별시 강서구 양천로16길 2 (방화동,(지상 1층))",7603,우리수산,2023-12-07 2:40:00,한식,아파트지역,183205.5141,452313.1025,126.8150551,37.57557366
3150000-101-1994-03485,1994-12-28,02 3662 8698,"서울특별시 강서구 공항대로51길 13, 지하 1~1층 (등촌동)",7571,돈토,2018-08-31 23:59:59,한식,주택가주변,187326.2163,450317.5051,126.8562622,37.55743186
3150000-101-1994-03507,1994-09-03,02 2665 1611,"서울특별시 강서구 강서로 271, 1층 11호 (내발산동, 1동)",7639,초가집부뚜막청국장,2018-08-31 23:59:59,한식,주택가주변,185431.5362,449756.1246,126.8373154,37.55232841
3150000-101-1994-04236,1994-01-25,02 2668 3265,"서울특별시 강서구 허준로 175 (가양동,(지상 2층))",7531,북경원,2021-12-26 2:40:00,중국식,기타,187498.7909,451226.0667,126.8579879,37.56569152
3150000-101-1994-05212,1994-12-30,02 2663 4975,"서울특별시 강서구 송정로 64, 1층 (공항동)",7623,춘천전통69닭갈비,2019-02-01 2:40:00,한식,주택가주변,183147.5083,450923.5667,126.8144751,37.56294152
